schema_version,evaluation_protocol,model,mode,seed,training_scope,generation_seed,split,state_id,trajectory_id,target_parent_asin,scenario_type,scenario_state,turn,turn_bucket,has_other_answer,supervision_weight,supervision_weight_band,candidate_width,survivor_width_bucket,survivor_sha256,state_evidence_sha256,context_sha256,target_rank,reciprocal_rank,hit_at_1,hit_at_5,hit_at_10,rank_percentile,pairwise_accuracy
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,37:0,37,B000VK634G,buying,buying,1,early,False,0.3333333333333333,medium,112,51-200,c666fe446b28114d473242cc658a528a9ca60c4f463f552b1fca349ad0064624,0eace2d4e5d0f674d30a83015a8f72beaa66cddc0ff4705f9273d80fdc305218,4c2d5b5e8512371e14b494a6be77a02be7dbe3807f7fa75496dc1bea971b95e3,13,0.07692307692307693,0,0,0,0.10810810810810811,0.8918918918918919
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,37:1,37,B000VK634G,buying,buying,2,early,False,0.3333333333333333,medium,112,51-200,c666fe446b28114d473242cc658a528a9ca60c4f463f552b1fca349ad0064624,b841aac3f2004fe7368dff22328fc0d9e50b015b2ff7e84dee8833d10ea87c75,4c2d5b5e8512371e14b494a6be77a02be7dbe3807f7fa75496dc1bea971b95e3,13,0.07692307692307693,0,0,0,0.10810810810810811,0.8918918918918919
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,37:2,37,B000VK634G,buying,buying,3,early,False,0.3333333333333333,medium,112,51-200,c666fe446b28114d473242cc658a528a9ca60c4f463f552b1fca349ad0064624,0713d8aa731997952b62d79deb40b42daa7d85f441d290388defac6ac98672e2,4c2d5b5e8512371e14b494a6be77a02be7dbe3807f7fa75496dc1bea971b95e3,13,0.07692307692307693,0,0,0,0.10810810810810811,0.8918918918918919
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,37:3,37,B000VK634G,buying,buying,4,middle,True,1.0,high,1,<=10,902a2f42aa942532db9c2778990f8579e8109e5760da05b83b38456532b9483d,ecf4aa6d51f7e9dfd127c8f4fbf666f5556d863231e28573799a8f0ce6dabecb,bf8912f5c5fe3e7736861b670e1e7cfcb4ab28286aae6248e8943c615d5c68df,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,43:0,43,B003VWBVNY,buying,buying,1,early,False,0.3333333333333333,medium,1,<=10,f13a0aebb08ca9d92c2c1e8f34d0c1ce043716d3ab193456e1e93931e41cea85,d0119e3a945bd56d174d7faf06bedf8c62a19b4e3e816e93ed82da605bf29690,344c25bae771c419d3b524040100be20711484fb498d2b512737fd206e23d399,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,43:1,43,B003VWBVNY,buying,buying,2,early,False,0.3333333333333333,medium,1,<=10,f13a0aebb08ca9d92c2c1e8f34d0c1ce043716d3ab193456e1e93931e41cea85,282e20588f51fd79d962f745efd882b48f51018cbc6fc0828edb46edf2f86d03,344c25bae771c419d3b524040100be20711484fb498d2b512737fd206e23d399,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,43:2,43,B003VWBVNY,buying,buying,3,early,False,0.3333333333333333,medium,1,<=10,f13a0aebb08ca9d92c2c1e8f34d0c1ce043716d3ab193456e1e93931e41cea85,ac3fc9ad43f6c0add6b57ed9b5bea24e1a66a2f7e2d1a52f396866ed56b36716,344c25bae771c419d3b524040100be20711484fb498d2b512737fd206e23d399,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,43:3,43,B003VWBVNY,buying,buying,4,middle,False,0.3333333333333333,medium,1,<=10,f13a0aebb08ca9d92c2c1e8f34d0c1ce043716d3ab193456e1e93931e41cea85,492aad7bc685f26fac808817a06f6e7729267de3108ff4b205403608cedb5bb2,1a9ce15939cfef5b7e96a1c5e6c6525b147d863884c51d0e99cb84252fb31255,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,43:4,43,B003VWBVNY,buying,buying,5,middle,False,0.3333333333333333,medium,1,<=10,f13a0aebb08ca9d92c2c1e8f34d0c1ce043716d3ab193456e1e93931e41cea85,3bc2835eb8239fe57161fd12778934af9d177b49207210b6b9e72043e49274a4,1a9ce15939cfef5b7e96a1c5e6c6525b147d863884c51d0e99cb84252fb31255,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,43:5,43,B003VWBVNY,buying,buying,6,middle,True,1.0,high,1,<=10,f13a0aebb08ca9d92c2c1e8f34d0c1ce043716d3ab193456e1e93931e41cea85,680fa4b30197ef68f6cb0b9ef5f7ee1cafa95f17b987270005d108495a4f874e,f6bebd78cd91b0495eb5212672bc022680e296326526111adc11f4d602eb6c71,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,46:0,46,B001B6HY4M,browsing,exploring_unknown,1,early,False,0.05,low,28,11-50,de1878f53bdadb0c5aa4b7852c7910987fe655a3b432a3eea0baf48f2211775f,7563ec127f9675a97264901339178ee761512487ec1a80aef93e438b8ff098b8,8639eaa1f5e4a1d7d9d0c7b7be0d0575499d303202909ded32557bbe7102303a,10,0.1,0,0,1,0.3333333333333333,0.6666666666666666
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,46:1,46,B001B6HY4M,browsing,browsing,2,early,False,0.6666666666666666,medium,1,<=10,cc8e692dea21b77921aca2c5544993f19206f92cc2505ed583ba20aa1968a64c,07ddaa12bc343d4f6ed84cb5bcad809b4301f5cc826d2f583ce63458cf048039,5d27ffa0105d776801cecab4670019750fff776bb37a89e780a9d32abb916a6c,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,68:0,68,B07P61QD2W,intent_override,provisional_override,1,early,False,0.3333333333333333,medium,4,<=10,6bc8fd36549e38e1322398fbaa24af223e8a70f56b78eca6130297d57ae9583a,6e6dde04b64be90761cf7c9677ac8f22278d05eaeb942ebbd91dc5b9167f3f23,76d183d21304c4ec71f5b4e00117b55870bb5c68dce3548c05e70cf3e1e8b086,3,0.3333333333333333,0,1,1,0.6666666666666666,0.3333333333333333
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,68:1,68,B07P61QD2W,intent_override,provisional_override,2,early,False,0.3333333333333333,medium,4,<=10,6bc8fd36549e38e1322398fbaa24af223e8a70f56b78eca6130297d57ae9583a,0d08f965f298aae738e08fbbf2cb4e6e6067893eda14fb5c8f47f8b834093b8b,76d183d21304c4ec71f5b4e00117b55870bb5c68dce3548c05e70cf3e1e8b086,3,0.3333333333333333,0,1,1,0.6666666666666666,0.3333333333333333
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,68:2,68,B07P61QD2W,intent_override,provisional_override,3,early,False,0.3333333333333333,medium,4,<=10,6bc8fd36549e38e1322398fbaa24af223e8a70f56b78eca6130297d57ae9583a,c836b37e2124f0f4dd2c055b2942ccc56435d7aa9d65255824cb623cdcd6fbe1,76d183d21304c4ec71f5b4e00117b55870bb5c68dce3548c05e70cf3e1e8b086,3,0.3333333333333333,0,1,1,0.6666666666666666,0.3333333333333333
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,68:3,68,B07P61QD2W,intent_override,intent_override,4,middle,False,0.3333333333333333,medium,3,<=10,5d45a6e7b51e51b0f07c272f835eba23b1013341a534ced6aa470aeaec538359,988a0ef8b4c9e4b6eb16941e4e2aae2cd34c9dfe429ad8ff2c4521f181813545,b777b195343c6931fe2aa555eaf824a74d451ad3e4d3b2e4a850e9368f562f1f,1,1.0,1,1,1,0.0,1.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,71:0,71,B09DSCVM8D,intent_override,provisional_override,1,early,False,0.3333333333333333,medium,1,<=10,6eb95c9731dc0ca03de9588efcd2e859163bf91afc7bbe0bff90ec2cd8a246db,57a1e4f1bcbd02c4b08760b86555a40a32455adb6d3e4f1bd52dba84cded3a7c,196bb1c3c81de36ea3e7ce2072f465d1eb777235cf5cf1b031c691fd66b410b3,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,71:1,71,B09DSCVM8D,intent_override,provisional_override,2,early,False,0.3333333333333333,medium,1,<=10,6eb95c9731dc0ca03de9588efcd2e859163bf91afc7bbe0bff90ec2cd8a246db,2c01de661a22a52141578a821b053bcebe9fe08467a580bee36f339e0d2267fd,196bb1c3c81de36ea3e7ce2072f465d1eb777235cf5cf1b031c691fd66b410b3,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,71:2,71,B09DSCVM8D,intent_override,intent_override,3,early,False,0.3333333333333333,medium,1,<=10,6eb95c9731dc0ca03de9588efcd2e859163bf91afc7bbe0bff90ec2cd8a246db,545a5652a22303eef8a21f5335f7e9dd25886d3458e252708f5be86b13689628,5624a5d6b44ebb4a4a3cc5f2cbfc1f4d2f1f809eb28412d56a934ce48cf28bf5,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,83:0,83,B00AOFZ1VO,buying,buying,1,early,False,0.3333333333333333,medium,112,51-200,b9ede9591d45bd25b3af0f6aa29f16b216780411c72d11e95699e64e12d56c67,5b2e99d3860cd0ea58368347ca4a248474f69263793d2500242539f218f37bd9,fec455750aa6ad62e12ba5d01dfd007bfe4205b4b61367f0ebfd8dea04072a76,68,0.014705882352941176,0,0,0,0.6036036036036037,0.3963963963963964
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,83:1,83,B00AOFZ1VO,buying,buying,2,early,False,0.3333333333333333,medium,112,51-200,b9ede9591d45bd25b3af0f6aa29f16b216780411c72d11e95699e64e12d56c67,fa5faff17c6bb89c8e3182a29ef804140d3fe3027f13070d04410e0640f20e89,fec455750aa6ad62e12ba5d01dfd007bfe4205b4b61367f0ebfd8dea04072a76,68,0.014705882352941176,0,0,0,0.6036036036036037,0.3963963963963964
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,83:2,83,B00AOFZ1VO,buying,buying,3,early,False,0.3333333333333333,medium,112,51-200,b9ede9591d45bd25b3af0f6aa29f16b216780411c72d11e95699e64e12d56c67,5932f88d2e3acacc1b6bb71b0d20e44a228fad4ef548804d19cb2ffa8077ade7,fec455750aa6ad62e12ba5d01dfd007bfe4205b4b61367f0ebfd8dea04072a76,68,0.014705882352941176,0,0,0,0.6036036036036037,0.3963963963963964
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,83:3,83,B00AOFZ1VO,buying,buying,4,middle,True,1.0,high,2,<=10,95d5f57375cff7c352fae7e9c0700bc6425221bafcedb7eb59a9c4bcfb4e163b,b8c29da5ba2307d0b732472109115c410eae276f22b7633253290a3e780f65c4,4ddb55cbbea7e0136e9624e9397eea2c0ae9e4a598d3214bc451cd02cfb32daa,2,0.5,0,1,1,1.0,0.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,85:0,85,B09NBNK742,browsing,exploring_unknown,1,early,False,0.05,low,15,11-50,e7bd2fb632bddf2bbf7ab1be0cdee2b588a9f51f3b79f1df165f6bf8070d8d3d,03793e88d54549cf351eeb9315678ceb350b603f9865fd6554204fbe31d99509,80ebedde3cd7d285e2ef85ac97c1f137fcef13f855f3361c0beed656a14e7601,7,0.14285714285714285,0,0,1,0.42857142857142855,0.5714285714285714
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,85:1,85,B09NBNK742,browsing,browsing,2,early,False,0.6666666666666666,medium,15,11-50,e7bd2fb632bddf2bbf7ab1be0cdee2b588a9f51f3b79f1df165f6bf8070d8d3d,d616d336c83e0c042e892cefa20e10d8606df39339f2f65ec80a091360d3a641,70219976da54817c90648616a244e4f548e36aa40f7b92dbb6bc4cb6ebb643da,7,0.14285714285714285,0,0,1,0.42857142857142855,0.5714285714285714
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,85:2,85,B09NBNK742,browsing,browsing,3,early,False,0.6666666666666666,medium,15,11-50,e7bd2fb632bddf2bbf7ab1be0cdee2b588a9f51f3b79f1df165f6bf8070d8d3d,c52d37526adee51283cc21027d878567bcbe0cbdef70d6fa877e763248221819,70219976da54817c90648616a244e4f548e36aa40f7b92dbb6bc4cb6ebb643da,7,0.14285714285714285,0,0,1,0.42857142857142855,0.5714285714285714
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,85:3,85,B09NBNK742,browsing,browsing,4,middle,False,0.6666666666666666,medium,15,11-50,e7bd2fb632bddf2bbf7ab1be0cdee2b588a9f51f3b79f1df165f6bf8070d8d3d,8304b6f5f32145a5a2b07b6bf544ad4879df2a83335699e6a8093a68b43a8d4f,5b55631383d8026cafe1a135ab2e237322e3c611338e564004b8f9d379c4cb1b,7,0.14285714285714285,0,0,1,0.42857142857142855,0.5714285714285714
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,85:4,85,B09NBNK742,browsing,browsing,5,middle,False,1.0,high,1,<=10,dffb05d5016574b320f693bde612a594acc2e2be51b6f29e5b6e97f4dc9b8124,97e71cbd6a41d77742b44551c0b10c1ab217d50ffb93db28e21e1d0d8d1d8ff6,ca90e8b3e54b5851ee81ac9e7388be9fbade9e1395e334f0f752132eeeddb714,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,106:0,106,B001AZQU9O,browsing,exploring_unknown,1,early,False,0.05,low,283,>200,945c2909373c61cfbd9be566991a7605d2b923fcc1b1e29e2fd611c0e609d232,70cf5dfe6a56e2b298549102451fe0a2a20f0e34fdf2614f4cb15ef525d76644,4017a064a20c922c781363f2ffa6a1482a21f76658a30b8665253e7f37ec6f61,63,0.015873015873015872,0,0,0,0.2198581560283688,0.7801418439716312
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,106:1,106,B001AZQU9O,browsing,browsing,2,early,False,0.05,low,283,>200,945c2909373c61cfbd9be566991a7605d2b923fcc1b1e29e2fd611c0e609d232,03523bdb5eb8840a0ff950a3c45fdc4ec628db9ef8a762aa41287738596e9aac,724c18250b05a574b0d95f9d8ebffb8591bcabbbc0c70f2f88445c36d2cebe50,63,0.015873015873015872,0,0,0,0.2198581560283688,0.7801418439716312
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,106:2,106,B001AZQU9O,browsing,browsing,3,early,False,0.05,low,283,>200,945c2909373c61cfbd9be566991a7605d2b923fcc1b1e29e2fd611c0e609d232,a7c950292dd0e351584d9338a586eedeb45f208b4e864e3afd5c21c7c78e3ddd,724c18250b05a574b0d95f9d8ebffb8591bcabbbc0c70f2f88445c36d2cebe50,63,0.015873015873015872,0,0,0,0.2198581560283688,0.7801418439716312
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,106:3,106,B001AZQU9O,browsing,browsing,4,middle,False,0.05,low,283,>200,945c2909373c61cfbd9be566991a7605d2b923fcc1b1e29e2fd611c0e609d232,5f7802dd30b603a78ece11e80963af9a9d1c87640ffaa3f4e0eafaf189ed7fb2,b3d3ea57543c7021d60009b926312c906115bc8e83b8017163f2a863238926a8,63,0.015873015873015872,0,0,0,0.2198581560283688,0.7801418439716312
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,106:4,106,B001AZQU9O,browsing,browsing,5,middle,False,0.6666666666666666,medium,2,<=10,a8f71facd07c465d38ec627c9f8eba3f892b7be96a711b77fc7a05af75be157e,3f2af711159ad651aab478ed371867e8e2103853e638354938d405ad163e1de2,95077569905bd845a0d4932f64b751b4af1e698cedde478f79dd418dd88b7039,1,1.0,1,1,1,0.0,1.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,115:0,115,B079XYVMQ3,buying,buying,1,early,False,0.3333333333333333,medium,27,11-50,4299cab17fc89d44c409a2bd797fe56ec73459f9edd16d84d7cc1195c9cbc282,d570dffa0d480bf633c8b5c6a807b0eb7b8844106012687a1788a25cfea9e410,b38879eefe2e8aa403f71abecc59b724369923a9f1585181cef0d55d9b5c8f5c,1,1.0,1,1,1,0.0,1.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,115:1,115,B079XYVMQ3,buying,buying,2,early,False,0.6666666666666666,medium,3,<=10,2c1401f0baaa4df60b1c29fe1503136b0fd58d201f225778427baa5ce00e5cd6,d6110eee473616d78dcbb5131dd56bb7cd453d9da3cc7849bb45e4f83a4a9911,1c415e1cbc230c2c33653632f3b1fc6b4d921b6ab37191b327e438343c139669,1,1.0,1,1,1,0.0,1.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,128:0,128,B00CA29MVY,browsing,exploring_unknown,1,early,False,0.05,low,22,11-50,413dd4c37899ac1516741803af735643afdc62839c8afdf0d7e4c40a957382f1,1e11f446df5b5a2332484e6f5b958e09a50acd7e3f15b6f3940eae5867c64e4e,9f171df27bce38b2ff647ef908e6bb1bd5274b6ec8eeb6a8eb5479bf2e03b94e,14,0.07142857142857142,0,0,0,0.6190476190476191,0.38095238095238093
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,128:1,128,B00CA29MVY,browsing,browsing,2,early,False,0.6666666666666666,medium,1,<=10,e2d28561b9bb221c205650bc6db9c45bb734c9a197eeb054cdb739a5c1e1b2cc,3afbe96413bb695c9f82e4df2feacbc49d2c11324b7cf81f342f41f48151ded2,9d7c38c2eb12d55ce95cf7e14d18af1cc76d1cc612519e60437ea3fd4c415ec2,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,135:0,135,B07XB5BDZC,browsing,exploring_unknown,1,early,False,0.05,low,315,>200,76080041c55fbff1470ad0c4aa6123f9495e2cf31ebb4d7df2d087311c69a3e8,16889915cd5af900502933c6019fba2a47ce96e3537f28e65b79bbbc055ff138,cdebba6b55f2b59b9502de9418a1fbe3a1325e3aab0ee3e5fc1c265f1c637d25,221,0.004524886877828055,0,0,0,0.7006369426751592,0.29936305732484075
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,135:1,135,B07XB5BDZC,browsing,browsing,2,early,False,0.05,low,315,>200,76080041c55fbff1470ad0c4aa6123f9495e2cf31ebb4d7df2d087311c69a3e8,867877b0ede597c18d438381ecfcfc965cd4b40c6529372ff1a03377f92a960d,640b8149bdb371f8e2c86b813363047751b421df5cd630ec6238b2ebce5dac20,221,0.004524886877828055,0,0,0,0.7006369426751592,0.29936305732484075
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,135:2,135,B07XB5BDZC,browsing,browsing,3,early,False,0.6666666666666666,medium,3,<=10,8bf69d5467fd5f640bc5bf362425ba7f875dab778ed5c3db62a4d5bef4add070,056d716b0037eefc341ef3e1ac60619bd25208c1c8386ff70b3f9c8000ecc466,c3e3ace724b018eb3dc10ee335409a9da540b0592e8104dc50a0b3b86e68110e,2,0.5,0,1,1,0.5,0.5
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,146:0,146,B0B5BDY8N1,buying,buying,1,early,False,0.3333333333333333,medium,211,>200,89f3764cbb35750c489da5bd410f6eaff5bc835539157106aa4f15455831b837,7e195b90fdd640d17e3e048e8a6fd864e7cb119bbef8d342f235a8dc830a7624,444f733f3c1a856edf88c26d83980515c3f2838f96fd4b5a99b2c674b42cf413,173,0.005780346820809248,0,0,0,0.819047619047619,0.18095238095238095
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,146:1,146,B0B5BDY8N1,buying,buying,2,early,False,0.3333333333333333,medium,211,>200,89f3764cbb35750c489da5bd410f6eaff5bc835539157106aa4f15455831b837,d1a4e0165da6f0c2e74ceb50b8993c5d56d5d366a5b39ff0bee0c62e373d836f,444f733f3c1a856edf88c26d83980515c3f2838f96fd4b5a99b2c674b42cf413,173,0.005780346820809248,0,0,0,0.819047619047619,0.18095238095238095
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,146:2,146,B0B5BDY8N1,buying,buying,3,early,False,0.3333333333333333,medium,211,>200,89f3764cbb35750c489da5bd410f6eaff5bc835539157106aa4f15455831b837,f2d02b899aa07e62c766abef9c33a89563af13057523ced09c2781698a7128bf,444f733f3c1a856edf88c26d83980515c3f2838f96fd4b5a99b2c674b42cf413,173,0.005780346820809248,0,0,0,0.819047619047619,0.18095238095238095
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,146:3,146,B0B5BDY8N1,buying,buying,4,middle,True,1.0,high,42,11-50,a81a551ec9a6d85d95aaa42e6d69ddb8cea3765f0561d1a7c7a55d55653f01f6,66654b560bbbdc202343e8d6624f1d81f614703869b1339a688c211ed5277895,097d82421450b251589942cda3a38f5b2a0436075deb31b9957eaf4380891685,30,0.03333333333333333,0,0,0,0.7073170731707317,0.2926829268292683
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,146:4,146,B0B5BDY8N1,buying,buying,5,middle,True,1.0,high,42,11-50,a81a551ec9a6d85d95aaa42e6d69ddb8cea3765f0561d1a7c7a55d55653f01f6,31e876eee84201281a866d0d649982fb92260dd036c2f5d54cb1198dfd1618ae,097d82421450b251589942cda3a38f5b2a0436075deb31b9957eaf4380891685,30,0.03333333333333333,0,0,0,0.7073170731707317,0.2926829268292683
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,146:5,146,B0B5BDY8N1,buying,buying,6,middle,True,1.0,high,42,11-50,a81a551ec9a6d85d95aaa42e6d69ddb8cea3765f0561d1a7c7a55d55653f01f6,6f3e70917bdef5947c886bf887807ac6d86e13d4e417868f47974fb94a4a0a3c,097d82421450b251589942cda3a38f5b2a0436075deb31b9957eaf4380891685,30,0.03333333333333333,0,0,0,0.7073170731707317,0.2926829268292683
